school_name,community_name,community_population,distance_km
Al Diyafah High School,AL WARQAA FIRST,24679,51.46393249063298
The English College - Dubai,AL WARQAA THIRD,14728,72.12712794355885
Queen International School,MUGATRAH,804,126.2411411506069
Jumeirah College,AL HEBIAH FIFTH,9748,106.02890128496546
Victory Heights Primary School,UMM AL MO'MENEEN,309,132.52079120462216
Apple International School,AL TWAR FIRST,11509,8.102823861849574
Ranches Primary School ,UM SUQAIM FIRST,11718,63.49250525565796
Ambassador School,OUD AL MUTEEN SECOND ,5506,17.35567570205371
The Oxford School,ME'AISEM SECOND,12,87.87080793445487
GEMS Dubai American Academy,AL HATHMAH,35,145.2395902388017
Dubai Carmel School,GRAYTEESAH,55,116.39297938650724
School of Modern Skills,AL YALAYIS 5,100,117.1170434399269
Oasis School,MEREIYEEL,1119,116.1725871766105
New World Private School,UM SUQAIM SECOND,12325,38.77809902400115
The Central School,JUMEIRA FIRST,20356,14.29552027300555
Al Khaleej National School,AL MEZHAR SECOND,11317,13.813611621443494
Raffles World Academy,AL SOFOUH SECOND,6126,67.48524006309496
Dubai National School - Al Twar,AL RASS,7460,6.693337854060978
Ambassador School,REGA AL BUTEEN,7120,10.137055081588962
Al Eman Private School,NAKHLAT JUMEIRA ,24448,12.255329744124722
Al Ameen Private School,AL KHEERAN,4982,48.165444479492905
Oasis School,LE HEMAIRA,53,117.66779595909397
School of Modern Skills,AL BARSHA SOUTH THIRD,6929,25.994762918156958
Ontario International Canadian School ,AL HUDAIBA,14191,26.630221508160574
Al Khaleej National School,AL SAFOUH FIRST,4435,48.80909504917963
Al Diyafah High School,HOR AL ANZ EAST,21218,13.513596936865678
GEMS Dubai American Academy,UM RAMOOL,2935,25.438950158288478
New Academy School,AL MERKADH,1317,39.743320019156904
Delhi Private School Dubai,NAD AL SHIBBA FIRST,5948,112.36612400908122
GEMS Our Own Indian School,JABAL ALI INDUSTRIAL THIRD,2462,77.1335313988655
International Academic School,WADI ALSHABAK ,55,63.13751395105189
New World Private School,NADD HESSA,38494,79.76847500921274
Cambridge International School,AL KHEERAN,4982,54.74221032578702
Adab Iranian Private School - Girls,AL BARSHAA FIRST,39451,24.71081567485041
GEMS Dubai American Academy,DUBAI INVESTMENT PARK2,60630,92.92225309511014
Kings' Dubai,AL MERKADH,1317,55.16490223186937
Lycee Georges Pompidou Primary School,AL WARQAA  SECOND,10689,60.79962312090628
Our Own High School - Dubai,JABAL ALI INDUSTRIAL SECOND,23000,67.99285266846238
Adab Iranian Private School - Boys,AL YALAYIS 3,4,115.80256553334544
Deira Private School,HATTA,14045,86.13168748111384
The Children's Garden,AL AYAS,1757,40.68968776563006
Khadija Al Kobra Iranian School for Girls,AL JADAF,5104,32.04285430446887
Nord Anglia International School Dubai,JABAL ALI FIRST,75287,93.33031840672241
Dubai Arab American Private School,AL AWEER ONE,4107,90.97110156452328
GEMS International School - Al Khail,UMM NAHAD FIRST,8,128.0455294210242
Nibras International School,HOR AL ANZ EAST,21218,32.652798428297004
American International School,AL HEBIAH FOURTH,20611,87.5445176493654
The Kindergarten Starters,DUBAI INVESTMENT PARK2,60630,73.04036978781677
Lycee Libanais Francophone Prive,AL JADAF,5104,24.307495798077923
The English College - Dubai,NAZWAH,544,113.26429571246865
The International School of Choueifat - DIP,AL LESAILY,2856,156.82572316518622
Emirates International School - Meadows,AL YALAYIS 5,100,149.07181160768047
The Indian High School - Branch,AL WARQAA  SECOND,10689,57.97973516576932
The Kindergarten Starters,AL WARQAA  SECOND,10689,58.09730488139811
GEMS Our Own English High School,AL QUSAIS THIRD,7162,14.536305815914602
The Sheffield Private School,HATTA,14045,90.4832232395514
National Charity School,UMM NAHAD FOURTH,4,114.53300400727281
GEMS Dubai American Academy,AL MURQABAT,69771,20.505939907113774
Dubai English Speaking College,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,61.15137136107871
Uptown School,AL JAFLIYA,23963,28.56860280007222
Dubai Women's College High School,BU KADRA,16,69.73010769190157
Pakistan Education Academy,AL KALIJ AL TEJARI,21179,37.60278312362792
Queen International School,WADI AL SAFA 6 (ARABIAN RANCHES),18213,84.38332822521029
The Indian High School - Branch,AL YALAYIS 3,4,119.99735343748944
Dubai Women's College High School,UMM NAHAD FOURTH,4,108.58341412379436
Emirates International School - Jumeirah,WADI ALAMRADI,3368,35.66270914536958
Kings Nad Al Sheba,AL HEBIAH THIRD,6845,97.0783029580264
The Indian High School,AL GOZE IND. FOURTH ,38079,49.79866369338848
Crescent English School,AL MERKADH,1317,31.768562895446433
Lycee Georges Pompidou Primary School,BURJ KHALIFA,20477,5.8324113295114905
Rajagiri International School,AL HEBIAH FIFTH,9748,94.84105578443572
Islamic School for Education and Training,HESSYAN FIRST,3492,58.386184502872176
Foremarke School,PORT SAEED,13551,20.988844628769584
The International School of Choueifat - Dubai,AL ROWAIYAH THIRD,4429,125.7946226305668
Towheed Iranian School for Girls,AL GOZE IND. FOURTH ,38079,49.272014685104295
St Mary High Catholic School -branch,ME'AISEM FIRST,18002,86.8261471968428
Springdales School,AL TTAY,810,34.02884481364389
Dar Al Marefa Private School,AL YALAYIS 4,8,116.90894458593112
St Mary High Catholic School -branch,JUMEIRA THIRD,13417,16.17839273580205
Star International School - Mirdif,ME'AISEM SECOND,12,92.18867494996604
Dovecote Green Primary ,AL HEBIAH FIRST,10598,122.80587865641299
Kings' Dubai,AL QUSAIS SECOND,12473,21.48196610760775
Apple International School,DUBAI  AIRPORT,22,3.0192877996765524
Pakistan Education Academy,NAD AL HAMAR,14216,58.53579827016451
Dubai National School - Al Barsha,AL RAFFA,47140,45.94037207776544
Dubai Police Kindergarten - Deira,AL SELAL,665,122.84972403116875
New Academy School,AL MURAR,38970,5.164611498978264
Victory Heights Primary School,AYAL NASIR,19280,26.516967468596146
Dar Al Marefa Private School,SAIH SHUA'ALAH,3,125.08989728514273
Dubai Scholars Private School,AL MAMZER,14938,13.862743518174806
Horizon English School,MUHAISANAH SECOND ,196316,19.40514840010938
Towheed Iranian School for Girls,AL GOZE THIRD,40553,42.534699368946235
Dubai International School - Al Quoz,AL MEZHAR SECOND,11317,24.214054384374517
GEMS Wellington International School,AL KHAWANEEJ ONE,12893,39.323846449787936
His Highness Shaikh Rashid Al Maktoum Pakistani School,AL GOZE FIRST,20154,32.78536594654329
Foremarke School,AL SAFFA FIRST,8514,58.17019679494249
His Highness Shaikh Rashid Al Maktoum Pakistani School,ME'AISEM FIRST,18002,88.80962566791224
Apple International School,MURDAF,64355,11.156897940948586
The Indian Academy,UMM ESELAY,204,105.10442257008431
The Sheffield Private School,AL QUSAIS IND. FIRST,9369,4.857247584042534
GEMS FirstPoint School,AL SATWA,38991,46.13434383887645
New World Private School,AL GOZE IND. THIRD ,26656,43.23515514158507
International Concept for Education,NAIF,50090,10.855708325302878
Repton School Dubai,OUD METHA,14901,34.73122638932192
GEMS Wellington Academy - Al Khail,HESSYAN SECOND,45,80.27630921085922
Russian International School,AL NAHDA FIRST,31449,9.308891666379392
GEMS Modern Academy,UM HURAIR FIRST,5856,31.215106302861827
GEMS Jumeirah Primary School,AL QUSAIS FIRST,45657,14.618048209823886
Al Mawakeb School - Al Garhoud,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,52.17873099403119
Raffles World Academy,NAKHLAT DEIRA,2,17.99782623323046
Dubai British School,AL KIFAF,2,56.360720185990594
Repton School Dubai,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,59.58078465229171
Al Basateen Kindergarten - Al Khawaneej,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,45.81479905279218
Grammar School,AL HAMRIYA,36738,22.92921932610238
Ambassador Kindergarten,AL GOZE SECOND,5240,41.677335768033615
Towheed Iranian School for Boys,AL SATWA,38991,43.5415678418377
Horizon English School,UM AL SHEIF,4367,56.821030235013055
The Oxford School,AL ROWAIYAH SECOND,25,95.333479335102
Islamic School for Education and Training,AL KHBEESI,1992,6.111478397652573
Emirates International School - Jumeirah,AL HEBIAH THIRD,6845,109.72268846569565
Victory Heights Primary School,AL KIFAF,2,55.314288032100144
GEMS Wellington Primary School,AL WASL,11555,42.376699407618375
The Children's Garden,AL LESAILY,2856,143.67374131108056
Al Safa Private School,HESSYAN FIRST,3492,75.76166442873462
Dubai International School - Al Garhoud,AL HEBIAH THIRD,6845,90.78100752242243
English Language Private School,NAKHLAT DEIRA,2,2.5693531422139326
United International Private School,ZAABEEL FIRST,3260,23.44098055525709
American School of Dubai,AL MERKADH,1317,59.12075502884581
Little Flowers English School,WADI AL SAFA 5,21241,84.50775232539121
The English College - Dubai,AL HEBIAH THIRD,6845,104.29179160472417
Dubai English Speaking School,AL QUSAIS IND. FOURTH,2709,9.046269147480237
Arab Unity School,AL MANARA,8271,39.559957708847136
JSS Private School,JABAL ALI FIRST,75287,80.41523308084984
Cambridge International School,AL BARSHA SOUTH FIFTH,7384,20.23522043683176
Ranches Primary School ,JABAL ALI  SECOND,1570,94.35982813350066
Nibras International School,NAZWAH,544,132.01772510169354
The Elite English School,JUMEIRA ISLAND 2,3,11.680507884655938
Dovecote Green Primary ,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,83.28759655461768
The International School of Choueifat - Dubai,AL SATWA,38991,54.71659054843399
American School of Dubai,UMM ESELAY,204,131.66079254382308
Apple International School,JABAL ALI INDUSTRIAL SECOND,23000,61.40024989407889
Dubai International School - Al Garhoud,AL KHAWANEEJ ONE,12893,17.782027821846732
Swiss International Scientifc School ,AL KHAWANEEJ TWO,4523,21.888183628523976
Kings Nad Al Sheba,RAS AL KHOR IND. THIRD,21834,83.77140297257155
JSS International School,AL BARAHA,24747,22.609653249838065
Deira Private School,AL QUSAIS IND. SECOND,8834,8.768777141198857
Gulf Indian High School,WARSAN FOURTH,8994,83.09719885027783
Jumeirah English Speaking School - Arabian Ranches,AL WARQAA FIRST,24679,78.61899994123034
New Indian Model School,HESSYAN SECOND,45,64.5608965721672
International Academic School,AL SAFOUH FIRST,4435,50.75914809595511
Al Eman Private School,AL WAHEDA,20785,6.204674196358664
Adab Iranian Private School - Girls,UMM ESELAY,204,104.56765254351365
Arab Unity School,OUD METHA,14901,23.606877918280034
Adab Iranian Private School - Boys,UMM AL DAMAN,283,100.1136845630943
Dubai International School - Al Quoz,AL MUTEENA,46185,12.24244846230405
Our Own High School - Dubai,AL WARQAA FOURTH ,13452,61.38520438758261
Greenfield Community School,AL BADA,56734,64.49440959349958
National Charity School,NAD AL HAMAR,14216,57.039635129455924
Dubai Scholars Private School,AL KHBEESI,1992,9.79678194327431
The Children's Garden,SAIH SHUAIB 3,11144,89.89089285060408
Horizon English School,AL BARAHA,24747,12.089991674281862
National Charity School,RAS AL KHOR IND. FIRST,2550,76.4433515978958
Safa Community School,AL WARQAA  SECOND,10689,80.22996967143267
Dubai International Academy,AL BARSHA SOUTH THIRD,6929,4.589201002286149
New Academy School,WADI AL SAFA 4,2,89.88657557595522
Adab Iranian Private School - Girls,NAD AL SHIBBA SECOND,2389,73.93297131909432
Buds Public School,WADI ALAMRADI,3368,15.923645579027754
Philadelphia Private School,NADD HESSA,38494,76.88527271589157
Al Mawakeb School - Al Barsha,TRADE CENTER SECOND,12218,54.54613194551686
Ranches Primary School ,AL MERKADH,1317,60.58318772756451
Khadija Al Kobra Iranian School for Girls,TRADE CENTER FIRST,16519,34.288698173146884
Dubai British School - Jumairah Park ,AL DHAGAYA,15899,14.723809240036893
The English College - Dubai,AL MURAR,38970,13.277811710543206
Nibras International School,AL MANKHOOL,40091,57.62987356696136
Islamic School for Education and Training,AL AWEER TWO,5236,91.04258078052523
Universal American School,AL SATWA,38991,33.118851556203175
Dar Al Marefa Private School,NAIF,50090,9.19229164095654
American School of Dubai,AL TTAY,810,42.67205030434413
GEMS Jumeirah Primary School,AL LESAILY,2856,135.03025749686523
Lycee Georges Pompidou High School,AL QUSAIS IND. FOURTH,2709,23.556826778630082
GEMS Our Own English High School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,84.00699011220709
Dubai International School - Al Garhoud,AL MANARA,8271,42.979850581937285
Our Own High School - Dubai,AL QUSAIS IND. FOURTH,2709,14.426878351731549
Dubai National School - Al Twar,DUBAI INVESTMENT PARK1,69956,69.27902880891995
Sheikh Rashid Bin Saeed Islamic Institute,AL MURQABAT,69771,10.661895220693284
Safa Community School,WADI AL SAFA 6 (ARABIAN RANCHES),18213,109.96583570858127
The International School of Choueifat - DIP,TRADE CENTER FIRST,16519,67.43119004977684
Dubai British School - Jumairah Park ,MADINAT AL MATAAR,2697,55.8766193156341
Pakistan Education Academy,JABAL ALI INDUSTRIAL SECOND,23000,68.2579494100061
GEMS Wellington International School,NAZWAH,544,121.61614208215974
Towheed Iranian School for Boys,AL LAYAN 1,10,142.1795236753741
International Concept for Education,AL YALAYIS 3,4,130.7984650631454
St. Mary's Catholic High School,ME'AISEM SECOND,12,96.76243060554295
His Highness Shaikh Rashid Al Maktoum Pakistani School,RAS AL KHOR IND. SECOND,2514,71.6190278365187
Dubai British School,HOR AL ANZ,83187,28.04082579330369
Bradenton Preparatory Academy,AL BARSHAA THIRD,14601,9.140113262103643
New World Private School,JABAL ALI THIRD,1513,67.82583058559744
Dubai Women's College High School,AL WARQAA FOURTH ,13452,54.04426930442143
Al Khaleej National School,MUHAISANAH FOURTH,34947,11.819574571315277
Greenfield Community School,GRAYTEESAH,55,155.88977010180824
GEMS New Millennium School ,AL QUSAIS IND. FOURTH,2709,23.150396258783342
Crescent English School,UM SUQAIM FIRST,11718,34.74819754391091
Al Basateen Kindergarten - Al Khawaneej,AL GARHOUD,18535,10.570400853583363
Islamic School for Education and Training,MUHAISANAH THIRD,6493,10.046625285802572
St Mary High Catholic School -branch,NAKHLAT DEIRA,2,9.869593683310386
Kings' Dubai,OUD AL MUTEEN THIRD ,6679,33.45345183040452
Ambassador Kindergarten,RAS AL KHOR IND. SECOND,2514,79.85011012796238
GEMS World Academy,AL WAHEDA,20785,23.289869317887764
Queen International School,NAD AL SHIBBA FOURTH,3685,76.15697091793994
International School of Arts and Sciences,AL WAJEHAH AL BHARIYAH,4,64.34978054635727
Ontario International Canadian School ,WADI AL SAFA 4,2,83.68309753779839
Dubai International School - Al Garhoud,AL HEBIAH FIFTH,9748,93.02278144717509
GEMS Winchester School,UMM NAHAD THIRD,1347,115.94090297358633
Gulf Indian High School,HOR AL ANZ,83187,5.930281532984283
Our Own High School - Dubai,AL HEBIAH THIRD,6845,92.37374227805138
Dubai Gem Private School,HESSYAN SECOND,45,66.57943026669847
The School of Research Science,UM SUQAIM THIRD,7520,44.924266235806584
Khadija Al Kobra Iranian School for Girls,AL KARAMA,75066,1.128375922343991
GEMS Royal Dubai School,AL QUSAIS IND FIFTH,1613,12.12684267083992
Raffles World Academy,AL SABKHA,3969,18.247556041694416
Bilva Indian School ,MUHAISANAH FIFTH,2,7.485210691065263
Al Ittihad Private School - Al Mamzar,NAIF,50090,6.296132781520817
Universal American School,AL AWEER TWO,5236,96.88288118575343
His Highness Shaikh Rashid Al Maktoum Pakistani School,UM HURAIR SECOND,5328,18.685008557095003
Gulf Indian High School,AL MERKADH,1317,36.909893219194025
United International Private School,AL BARSHA SOUTH FIRST,13717,27.648392951741375
Jebel Ali Primary School,JUMEIRA SECOND,10079,24.376380827448344
Mirdif Private School,HOR AL ANZ,83187,5.635464018415693
The English College - Dubai,AL KHBEESI,1992,16.905169804192667
Al Diyafah High School,AL AYAS,1757,13.579777826321276
Dubai Arab American Private School,AL MURQABAT,69771,5.068923895771724
Dubai National School - Al Twar,WADI AL SAFA 4,2,81.9826675851733
Sharjah American International School,NAD AL HAMAR,14216,58.83933793969585
Uptown School,LE HEMAIRA,53,103.39998726843261
Ambassador School,REMAH,232,113.15471348432044
The Winchester School,UM RAMOOL,2935,36.19720941513877
The Children's Garden,AL MANARA,8271,64.50877189537148
GEMS Wellington International School,AL MUTEENA,46185,22.39165437926912
Jumeira Baccalaureate School,AL HEBIAH THIRD,6845,98.67103676853105
Al Ameen Private School,AL HEBIAH FIFTH,9748,87.01787810573029
GEMS International School - Al Khail,ME'AISEM FIRST,18002,110.1281727999108
Al Mawakeb School - Al Garhoud,AL O'SHOOSH,0,128.25741751315152
Jumeira Baccalaureate School,AL YUFRAH 3,4,124.83816343875476
Foremarke School,AL HEBIAH FIFTH,9748,113.95520221662899
Lycee Georges Pompidou Primary School,AL YALAYIS 5,100,124.33617769148805
Greenwood International School,WADI ALSHABAK ,55,56.85042113610145
Ontario International Canadian School ,AL BUTEEN,2841,12.047706291237287
Uptown School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,50.3854185877829
Kings' Al Barsha,AL MERKADH,1317,56.33309539591867
Dubai British School,AL DHAGAYA,15899,27.561182376704107
Dubai International School - Al Garhoud,LEHBAB SECOND,1511,105.72547400594891
GEMS Our Own English High School,AL REGA,10480,9.288332161748196
National Charity School,AL WASL,11555,35.459889698291164
Latifa School for Girls,MUHAISANAH FOURTH,34947,21.633213653241405
Dubai English Speaking College,AL SAFOUH FIRST,4435,59.018951353889015
National Charity School,AL YALAYIS 3,4,120.50768715926519
International School of Arts and Sciences,CORNICHE DEIRA,14,6.709435620379002
